"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
4232,43.1,43.1,56.9,"Geltwil AG","Geltwil (AG)","Geltwil AG","Geltwil hat die Aargauische Klimaschutzinitiative mit 56,9 Prozent abgelehnt.",,
4233,52.8,52.8,47.2,"Kallern AG","Kallern (AG)","Kallern AG","52,8 Prozent der Stimmbürgerinnen und Stimmbürger von Kallern haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4234,54.5,54.5,45.5,"Merenschwand AG","Merenschwand (AG)","Merenschwand AG","Merenschwand hat die Aargauische Klimaschutzinitiative mit 54,5 Prozent angenommen.",,
4235,78.9,78.9,21.1,"Mühlau AG","Mühlau (AG)","Mühlau AG","78,9 Prozent der Stimmbürgerinnen und Stimmbürger von Mühlau haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4236,76.9,76.9,23.1,"Muri AG","Muri (AG)","Muri AG","Muri AG hat die Aargauische Klimaschutzinitiative mit 76,9 Prozent angenommen.",,
4237,37.6,37.6,62.4,"Oberrüti AG","Oberrüti (AG)","Oberrüti AG","Nein zur Aargauische Klimaschutzinitiative in Oberrüti: 62,4 Prozent haben das Begehren abgelehnt.",,
4238,17,17,83,"Rottenschwil AG","Rottenschwil (AG)","Rottenschwil AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Rottenschwil. 83 Prozent haben sie verworfen.",,
4239,43,43,57,"Sins AG","Sins (AG)","Sins AG","Nein zur Aargauische Klimaschutzinitiative in Sins: 57 Prozent haben das Begehren abgelehnt.",,
4240,17.9,17.9,82.1,"Waltenschwil AG","Waltenschwil (AG)","Waltenschwil AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Waltenschwil. 82,1 Prozent haben sie verworfen.",,
4251,99.5,99.5,0.5,"Hellikon AG","Hellikon (AG)","Hellikon AG","Mit 99,5 Prozent Ja hat sich Hellikon für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4252,55.3,55.3,44.7,"Kaiseraugst AG","Kaiseraugst (AG)","Kaiseraugst AG","Kaiseraugst hat die Aargauische Klimaschutzinitiative mit 55,3 Prozent angenommen.",,
4253,55.7,55.7,44.3,"Magden AG","Magden (AG)","Magden AG","Mit 55,7 Prozent Ja hat sich Magden für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4254,56.5,56.5,43.5,"Möhlin AG","Möhlin (AG)","Möhlin AG","Möhlin hat die Aargauische Klimaschutzinitiative mit 56,5 Prozent angenommen.",,
4255,41,41,59,"Mumpf AG","Mumpf (AG)","Mumpf AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Mumpf. 59 Prozent haben sie verworfen.",,
4256,57.5,57.5,42.5,"Obermumpf AG","Obermumpf (AG)","Obermumpf AG","Mit 57,5 Prozent Ja hat sich Obermumpf für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4257,33.3,33.3,66.7,"Olsberg AG","Olsberg (AG)","Olsberg AG","Olsberg hat die Aargauische Klimaschutzinitiative mit 66,7 Prozent abgelehnt.",,
4258,68.5,68.5,31.5,"Rheinfelden AG","Rheinfelden (AG)","Rheinfelden AG","68,5 Prozent der Stimmbürgerinnen und Stimmbürger von Rheinfelden haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4259,46.6,46.6,53.4,"Schupfart AG","Schupfart (AG)","Schupfart AG","Nein zur Aargauische Klimaschutzinitiative in Schupfart: 53,4 Prozent haben das Begehren abgelehnt.",,
4260,49,49,51,"Stein AG","Stein (AG)","Stein AG","Stein AG hat die Aargauische Klimaschutzinitiative mit 51 Prozent abgelehnt.",,
4261,72.3,72.3,27.7,"Wallbach AG","Wallbach (AG)","Wallbach AG","Mit 72,3 Prozent Ja hat sich Wallbach für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4262,55.7,55.7,44.3,"Wegenstetten AG","Wegenstetten (AG)","Wegenstetten AG","55,7 Prozent der Stimmbürgerinnen und Stimmbürger von Wegenstetten haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4263,29.6,29.6,70.4,"Zeiningen AG","Zeiningen (AG)","Zeiningen AG","Zeiningen hat die Aargauische Klimaschutzinitiative mit 70,4 Prozent abgelehnt.",,
4264,43.7,43.7,56.3,"Zuzgen AG","Zuzgen (AG)","Zuzgen AG","Nein zur Aargauische Klimaschutzinitiative in Zuzgen: 56,3 Prozent haben das Begehren abgelehnt.",,
4271,51.4,51.4,48.6,"Aarburg AG","Aarburg (AG)","Aarburg AG","Mit 51,4 Prozent Ja hat sich Aarburg für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4273,52.7,52.7,47.3,"Bottenwil AG","Bottenwil (AG)","Bottenwil AG","52,7 Prozent der Stimmbürgerinnen und Stimmbürger von Bottenwil haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4274,36,36,64,"Brittnau AG","Brittnau (AG)","Brittnau AG","Nein zur Aargauische Klimaschutzinitiative in Brittnau: 64 Prozent haben das Begehren abgelehnt.",,
4275,40.8,40.8,59.2,"Kirchleerau AG","Kirchleerau (AG)","Kirchleerau AG","Kirchleerau hat die Aargauische Klimaschutzinitiative mit 59,2 Prozent abgelehnt.",,
4276,54.7,54.7,45.3,"Kölliken AG","Kölliken (AG)","Kölliken AG","54,7 Prozent der Stimmbürgerinnen und Stimmbürger von Kölliken haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4277,31,31,69,"Moosleerau AG","Moosleerau (AG)","Moosleerau AG","Moosleerau hat die Aargauische Klimaschutzinitiative mit 69 Prozent abgelehnt.",,
4279,30.8,30.8,69.2,"Murgenthal AG","Murgenthal (AG)","Murgenthal AG","Nein zur Aargauische Klimaschutzinitiative in Murgenthal: 69,2 Prozent haben das Begehren abgelehnt.",,
4280,80.1,80.1,19.9,"Oftringen AG","Oftringen (AG)","Oftringen AG","Oftringen hat die Aargauische Klimaschutzinitiative mit 80,1 Prozent angenommen.",,
4281,55.1,55.1,44.9,"Reitnau AG","Reitnau (AG)","Reitnau AG","Mit 55,1 Prozent Ja hat sich Reitnau für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4282,48.4,48.4,51.6,"Rothrist AG","Rothrist (AG)","Rothrist AG","Rothrist hat die Aargauische Klimaschutzinitiative mit 51,6 Prozent abgelehnt.",,
4283,46.3,46.3,53.7,"Safenwil AG","Safenwil (AG)","Safenwil AG","Nein zur Aargauische Klimaschutzinitiative in Safenwil: 53,7 Prozent haben das Begehren abgelehnt.",,
4284,59.4,59.4,40.6,"Staffelbach AG","Staffelbach (AG)","Staffelbach AG","Staffelbach hat die Aargauische Klimaschutzinitiative mit 59,4 Prozent angenommen.",,
4285,76.2,76.2,23.8,"Strengelbach AG","Strengelbach (AG)","Strengelbach AG","Mit 76,2 Prozent Ja hat sich Strengelbach für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4286,24.2,24.2,75.8,"Uerkheim AG","Uerkheim (AG)","Uerkheim AG","Nein zur Aargauische Klimaschutzinitiative in Uerkheim: 75,8 Prozent haben das Begehren abgelehnt.",,
4287,48.9,48.9,51.1,"Vordemwald AG","Vordemwald (AG)","Vordemwald AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Vordemwald. 51,1 Prozent haben sie verworfen.",,
4288,10.7,10.7,89.3,"Wiliberg AG","Wiliberg (AG)","Wiliberg AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Wiliberg. 89,3 Prozent haben sie verworfen.",,
4289,2.4,2.4,97.6,"Zofingen AG","Zofingue (AG)","Zofingen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Zofingen. 97,6 Prozent haben sie verworfen.",,
4303,59.4,59.4,40.6,"Böttstein AG","Böttstein (AG)","Böttstein AG","Böttstein hat die Aargauische Klimaschutzinitiative mit 59,4 Prozent angenommen.",,
4304,41.7,41.7,58.3,"Döttingen AG","Döttingen (AG)","Döttingen AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Döttingen. 58,3 Prozent haben sie verworfen.",,
4305,64.8,64.8,35.2,"Endingen AG","Endingen (AG)","Endingen AG","Mit 64,8 Prozent Ja hat sich Endingen für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4306,48.1,48.1,51.9,"Fisibach AG","Fisibach (AG)","Fisibach AG","Nein zur Aargauische Klimaschutzinitiative in Fisibach: 51,9 Prozent haben das Begehren abgelehnt.",,
4307,12.2,12.2,87.8,"Full-Reuenthal AG","Full-Reuenthal (AG)","Full-Reuenthal AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Full-Reuenthal. 87,8 Prozent haben sie verworfen.",,
4309,81.9,81.9,18.1,"Klingnau AG","Klingnau (AG)","Klingnau AG","81,9 Prozent der Stimmbürgerinnen und Stimmbürger von Klingnau haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4310,41.2,41.2,58.8,"Koblenz AG","Koblenz (AG)","Koblenz AG","Nein zur Aargauische Klimaschutzinitiative in Koblenz: 58,8 Prozent haben das Begehren abgelehnt.",,
4311,80.2,80.2,19.8,"Leibstadt AG","Leibstadt (AG)","Leibstadt AG","Leibstadt hat die Aargauische Klimaschutzinitiative mit 80,2 Prozent angenommen.",,
4312,21.3,21.3,78.7,"Lengnau AG","Lengnau (AG)","Lengnau AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Lengnau AG. 78,7 Prozent haben sie verworfen.",,
4313,82.4,82.4,17.6,"Leuggern AG","Leuggern (AG)","Leuggern AG","Mit 82,4 Prozent Ja hat sich Leuggern für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4314,49.7,49.7,50.3,"Mellikon AG","Mellikon (AG)","Mellikon AG","Keine Mehrheit für die Aargauische Klimaschutzinitiative in Mellikon. 50,3 Prozent haben sie verworfen.",,
4318,91.7,91.7,8.3,"Schneisingen AG","Schneisingen (AG)","Schneisingen AG","91,7 Prozent der Stimmbürgerinnen und Stimmbürger von Schneisingen haben der Volksinitiative
""Klimaschutz braucht Initiative!"" zugestimmt.",,
4319,50.6,50.6,49.4,"Siglistorf AG","Siglistorf (AG)","Siglistorf AG","Mit 50,6 Prozent Ja hat sich Siglistorf für die Aargauische Klimaschutzinitiative ausgesprochen.",,
4320,60.4,60.4,39.6,"Tegerfelden AG","Tegerfelden (AG)","Tegerfelden AG","Tegerfelden hat die Aargauische Klimaschutzinitiative mit 60,4 Prozent angenommen.",,
4324,22.9,22.9,77.1,"Zurzach AG","Zurzach (AG)","Zurzach AG","Zurzach hat die Aargauische Klimaschutzinitiative mit 77,1 Prozent abgelehnt.",,
