"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
4146,43.2,43.2,56.8,"Unterkulm AG","Unterkulm (AG)","Unterkulm AG","Unterkulm hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 56,8 Prozent abgelehnt.",,
4147,38.4,38.4,61.6,"Zetzwil AG","Zetzwil (AG)","Zetzwil AG","Zetzwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 61,6 Prozent abgelehnt.",,
4161,47.8,47.8,52.2,"Eiken AG","Eiken (AG)","Eiken AG","Eiken hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 52,2 Prozent abgelehnt.",,
4163,58.3,58.3,41.7,"Frick AG","Frick (AG)","Frick AG","58,3 Prozent der Stimmbürgerinnen und Stimmbürger von Frick haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4164,82.7,82.7,17.3,"Gansingen AG","Gansingen (AG)","Gansingen AG","Mit 82,7 Prozent Ja hat sich Gansingen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4165,12.5,12.5,87.5,"Gipf-Oberfrick AG","Gipf-Oberfrick (AG)","Gipf-Oberfrick AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Gipf-Oberfrick: 87,5 Prozent haben die Vorlage abgelehnt.",,
4169,20.2,20.2,79.8,"Kaisten AG","Kaisten (AG)","Kaisten AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Kaisten: 79,8 Prozent haben die Vorlage abgelehnt.",,
4170,83.6,83.6,16.4,"Laufenburg AG","Laufenburg (AG)","Laufenburg AG","83,6 Prozent der Stimmbürgerinnen und Stimmbürger von Laufenburg haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4172,46.2,46.2,53.8,"Münchwilen AG","Münchwilen (AG)","Münchwilen AG","Münchwilen AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 53,8 Prozent abgelehnt.",,
4173,54.5,54.5,45.5,"Oberhof AG","Oberhof (AG)","Oberhof AG","Mit 54,5 Prozent Ja hat sich Oberhof für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4175,33.1,33.1,66.9,"Oeschgen AG","Oeschgen (AG)","Oeschgen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Oeschgen. 66,9 Prozent haben sie verworfen.",,
4176,25.5,25.5,74.5,"Schwaderloch AG","Schwaderloch (AG)","Schwaderloch AG","Schwaderloch hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 74,5 Prozent abgelehnt.",,
4177,58.4,58.4,41.6,"Sisseln AG","Sisseln (AG)","Sisseln AG","Mit 58,4 Prozent Ja hat sich Sisseln für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4181,65.3,65.3,34.7,"Wittnau AG","Wittnau (AG)","Wittnau AG","Wittnau hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 65,3 Prozent angenommen.",,
4182,54.2,54.2,45.8,"Wölflinswil AG","Wölflinswil (AG)","Wölflinswil AG","Mit 54,2 Prozent Ja hat sich Wölflinswil für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4183,49.5,49.5,50.5,"Zeihen AG","Zeihen (AG)","Zeihen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Zeihen. 50,5 Prozent haben sie verworfen.",,
4184,29,29,71,"Mettauertal AG","Mettauertal (AG)","Mettauertal AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Mettauertal: 71 Prozent haben die Vorlage abgelehnt.",,
4185,49,49,51,"Böztal AG","Böztal (AG)","Böztal AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Böztal: 51 Prozent haben die Vorlage abgelehnt.",,
4186,49.7,49.7,50.3,,,,,,
4191,6.6,6.6,93.4,"Ammerswil AG","Ammerswil (AG)","Ammerswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Ammerswil: 93,4 Prozent haben die Vorlage abgelehnt.",,
4192,23,23,77,"Boniswil AG","Boniswil (AG)","Boniswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Boniswil: 77 Prozent haben die Vorlage abgelehnt.",,
4193,82.4,82.4,17.6,"Brunegg AG","Brunegg (AG)","Brunegg AG","Brunegg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 82,4 Prozent angenommen.",,
4194,63.4,63.4,36.6,"Dintikon AG","Dintikon (AG)","Dintikon AG","63,4 Prozent der Stimmbürgerinnen und Stimmbürger von Dintikon haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4195,56.6,56.6,43.4,"Egliswil AG","Egliswil (AG)","Egliswil AG","Egliswil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 56,6 Prozent angenommen.",,
4196,84.1,84.1,15.9,"Fahrwangen AG","Fahrwangen (AG)","Fahrwangen AG","84,1 Prozent der Stimmbürgerinnen und Stimmbürger von Fahrwangen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4197,94.7,94.7,5.3,"Hallwil AG","Hallwil (AG)","Hallwil AG","Hallwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 94,7 Prozent angenommen.",,
4198,0.2,0.2,99.8,"Hendschiken AG","Hendschiken (AG)","Hendschiken AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Hendschiken: 99,8 Prozent haben die Vorlage abgelehnt.",,
4199,58.3,58.3,41.7,"Holderbank AG","Holderbank (AG)","Holderbank AG","Mit 58,3 Prozent Ja hat sich Holderbank AG für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4200,71.1,71.1,28.9,"Hunzenschwil AG","Hunzenschwil (AG)","Hunzenschwil AG","71,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hunzenschwil haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4201,87.6,87.6,12.4,"Lenzburg AG","Lenzburg (AG)","Lenzburg AG","Lenzburg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 87,6 Prozent angenommen.",,
4202,52.9,52.9,47.1,"Meisterschwanden AG","Meisterschwanden (AG)","Meisterschwanden AG","Meisterschwanden hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 52,9 Prozent angenommen.",,
4203,30.5,30.5,69.5,"Möriken-Wildegg AG","Möriken-Wildegg (AG)","Möriken-Wildegg AG","Möriken-Wildegg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 69,5 Prozent abgelehnt.",,
4204,59.3,59.3,40.7,"Niederlenz AG","Niederlenz (AG)","Niederlenz AG","Niederlenz hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 59,3 Prozent angenommen.",,
4205,43.9,43.9,56.1,"Othmarsingen AG","Othmarsingen (AG)","Othmarsingen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Othmarsingen. 56,1 Prozent haben sie verworfen.",,
4206,33,33,67,"Rupperswil AG","Rupperswil (AG)","Rupperswil AG","Rupperswil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 67 Prozent abgelehnt.",,
4207,56,56,44,"Schafisheim AG","Schafisheim (AG)","Schafisheim AG","Mit 56 Prozent Ja hat sich Schafisheim für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4208,57.4,57.4,42.6,"Seengen AG","Seengen (AG)","Seengen AG","Seengen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 57,4 Prozent angenommen.",,
4209,0.3,0.3,99.7,"Seon AG","Seon (AG)","Seon AG","Seon hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 99,7 Prozent abgelehnt.",,
4210,59.4,59.4,40.6,"Staufen AG","Staufen (AG)","Staufen AG","Mit 59,4 Prozent Ja hat sich Staufen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4221,72,72,28,"Abtwil AG","Abtwil (AG)","Abtwil AG","Abtwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 72 Prozent angenommen.",,
4222,52,52,48,"Aristau AG","Aristau (AG)","Aristau AG","Mit 52 Prozent Ja hat sich Aristau für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4223,45.9,45.9,54.1,"Auw AG","Auw (AG)","Auw AG","Auw hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 54,1 Prozent abgelehnt.",,
4224,47.1,47.1,52.9,"Beinwil (Freiamt) AG","Beinwil (Freiamt) (AG)","Beinwil (Freiamt) AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Beinwil (Freiamt): 52,9 Prozent haben die Vorlage abgelehnt.",,
4226,30,30,70,"Besenbüren AG","Besenbüren (AG)","Besenbüren AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Besenbüren: 70 Prozent haben die Vorlage abgelehnt.",,
4227,56.3,56.3,43.7,"Bettwil AG","Bettwil (AG)","Bettwil AG","Bettwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 56,3 Prozent angenommen.",,
4228,43,43,57,"Boswil AG","Boswil (AG)","Boswil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Boswil: 57 Prozent haben die Vorlage abgelehnt.",,
4229,78.4,78.4,21.6,"Bünzen AG","Bünzen (AG)","Bünzen AG","Bünzen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 78,4 Prozent angenommen.",,
4230,38.6,38.6,61.4,"Buttwil AG","Buttwil (AG)","Buttwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Buttwil. 61,4 Prozent haben sie verworfen.",,
4231,96.9,96.9,3.1,"Dietwil AG","Dietwil (AG)","Dietwil AG","Dietwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 96,9 Prozent angenommen.",,
4232,94.4,94.4,5.6,"Geltwil AG","Geltwil (AG)","Geltwil AG","Geltwil hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 94,4 Prozent angenommen.",,
4233,28.1,28.1,71.9,"Kallern AG","Kallern (AG)","Kallern AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Kallern. 71,9 Prozent haben sie verworfen.",,
4234,53,53,47,"Merenschwand AG","Merenschwand (AG)","Merenschwand AG","Merenschwand hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 53 Prozent angenommen.",,
4235,67.6,67.6,32.4,"Mühlau AG","Mühlau (AG)","Mühlau AG","67,6 Prozent der Stimmbürgerinnen und Stimmbürger von Mühlau haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4236,19,19,81,"Muri AG","Muri (AG)","Muri AG","Muri AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 81 Prozent abgelehnt.",,
4237,67.4,67.4,32.6,"Oberrüti AG","Oberrüti (AG)","Oberrüti AG","Mit 67,4 Prozent Ja hat sich Oberrüti für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4238,52,52,48,"Rottenschwil AG","Rottenschwil (AG)","Rottenschwil AG","52 Prozent der Stimmbürgerinnen und Stimmbürger von Rottenschwil haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4239,75.7,75.7,24.3,"Sins AG","Sins (AG)","Sins AG","Mit 75,7 Prozent Ja hat sich Sins für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4240,7.7,7.7,92.3,"Waltenschwil AG","Waltenschwil (AG)","Waltenschwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Waltenschwil. 92,3 Prozent haben sie verworfen.",,
4251,49.4,49.4,50.6,"Hellikon AG","Hellikon (AG)","Hellikon AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Hellikon: 50,6 Prozent haben die Vorlage abgelehnt.",,
4252,81,81,19,"Kaiseraugst AG","Kaiseraugst (AG)","Kaiseraugst AG","Kaiseraugst hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 81 Prozent angenommen.",,
4253,53.4,53.4,46.6,"Magden AG","Magden (AG)","Magden AG","Mit 53,4 Prozent Ja hat sich Magden für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4254,43.9,43.9,56.1,"Möhlin AG","Möhlin (AG)","Möhlin AG","Möhlin hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 56,1 Prozent abgelehnt.",,
4255,63.8,63.8,36.2,"Mumpf AG","Mumpf (AG)","Mumpf AG","63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Mumpf haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4256,69.5,69.5,30.5,"Obermumpf AG","Obermumpf (AG)","Obermumpf AG","Mit 69,5 Prozent Ja hat sich Obermumpf für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4257,37.3,37.3,62.7,"Olsberg AG","Olsberg (AG)","Olsberg AG","Olsberg hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 62,7 Prozent abgelehnt.",,
4258,56.3,56.3,43.7,"Rheinfelden AG","Rheinfelden (AG)","Rheinfelden AG","56,3 Prozent der Stimmbürgerinnen und Stimmbürger von Rheinfelden haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4259,21.8,21.8,78.2,"Schupfart AG","Schupfart (AG)","Schupfart AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Schupfart: 78,2 Prozent haben die Vorlage abgelehnt.",,
4260,90.6,90.6,9.4,"Stein AG","Stein (AG)","Stein AG","Stein AG hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 90,6 Prozent angenommen.",,
4261,69.7,69.7,30.3,"Wallbach AG","Wallbach (AG)","Wallbach AG","Mit 69,7 Prozent Ja hat sich Wallbach für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4262,63.3,63.3,36.7,"Wegenstetten AG","Wegenstetten (AG)","Wegenstetten AG","63,3 Prozent der Stimmbürgerinnen und Stimmbürger von Wegenstetten haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4263,28.5,28.5,71.5,"Zeiningen AG","Zeiningen (AG)","Zeiningen AG","Zeiningen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 71,5 Prozent abgelehnt.",,
4264,18.7,18.7,81.3,"Zuzgen AG","Zuzgen (AG)","Zuzgen AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Zuzgen: 81,3 Prozent haben die Vorlage abgelehnt.",,
4271,38.4,38.4,61.6,"Aarburg AG","Aarburg (AG)","Aarburg AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Aarburg: 61,6 Prozent haben die Vorlage abgelehnt.",,
4273,37.9,37.9,62.1,"Bottenwil AG","Bottenwil (AG)","Bottenwil AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Bottenwil. 62,1 Prozent haben sie verworfen.",,
4274,88.8,88.8,11.2,"Brittnau AG","Brittnau (AG)","Brittnau AG","Mit 88,8 Prozent Ja hat sich Brittnau für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4275,61.2,61.2,38.8,"Kirchleerau AG","Kirchleerau (AG)","Kirchleerau AG","Kirchleerau hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 61,2 Prozent angenommen.",,
4276,95.5,95.5,4.5,"Kölliken AG","Kölliken (AG)","Kölliken AG","95,5 Prozent der Stimmbürgerinnen und Stimmbürger von Kölliken haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4277,33.2,33.2,66.8,"Moosleerau AG","Moosleerau (AG)","Moosleerau AG","Moosleerau hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 66,8 Prozent abgelehnt.",,
4279,91.8,91.8,8.2,"Murgenthal AG","Murgenthal (AG)","Murgenthal AG","Mit 91,8 Prozent Ja hat sich Murgenthal für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4280,70.9,70.9,29.1,"Oftringen AG","Oftringen (AG)","Oftringen AG","Oftringen hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 70,9 Prozent angenommen.",,
4281,56.7,56.7,43.3,"Reitnau AG","Reitnau (AG)","Reitnau AG","Mit 56,7 Prozent Ja hat sich Reitnau für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4282,37.7,37.7,62.3,"Rothrist AG","Rothrist (AG)","Rothrist AG","Rothrist hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 62,3 Prozent abgelehnt.",,
4283,23,23,77,"Safenwil AG","Safenwil (AG)","Safenwil AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Safenwil: 77 Prozent haben die Vorlage abgelehnt.",,
4284,24.5,24.5,75.5,"Staffelbach AG","Staffelbach (AG)","Staffelbach AG","Staffelbach hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 75,5 Prozent abgelehnt.",,
4285,67,67,33,"Strengelbach AG","Strengelbach (AG)","Strengelbach AG","Mit 67 Prozent Ja hat sich Strengelbach für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4286,50.5,50.5,49.5,"Uerkheim AG","Uerkheim (AG)","Uerkheim AG","Mit 50,5 Prozent Ja hat sich Uerkheim für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4287,75.4,75.4,24.6,"Vordemwald AG","Vordemwald (AG)","Vordemwald AG","75,4 Prozent der Stimmbürgerinnen und Stimmbürger von Vordemwald haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4288,45.2,45.2,54.8,"Wiliberg AG","Wiliberg (AG)","Wiliberg AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Wiliberg. 54,8 Prozent haben sie verworfen.",,
4289,69,69,31,"Zofingen AG","Zofingue (AG)","Zofingen AG","69 Prozent der Stimmbürgerinnen und Stimmbürger von Zofingen haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4303,92.9,92.9,7.1,"Böttstein AG","Böttstein (AG)","Böttstein AG","Böttstein hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg mit 92,9 Prozent angenommen.",,
4304,5.8,5.8,94.2,"Döttingen AG","Döttingen (AG)","Döttingen AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Döttingen. 94,2 Prozent haben sie verworfen.",,
4305,50.9,50.9,49.1,"Endingen AG","Endingen (AG)","Endingen AG","Mit 50,9 Prozent Ja hat sich Endingen für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg ausgesprochen.",,
4306,16.4,16.4,83.6,"Fisibach AG","Fisibach (AG)","Fisibach AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Fisibach: 83,6 Prozent haben die Vorlage abgelehnt.",,
4307,63.3,63.3,36.7,"Full-Reuenthal AG","Full-Reuenthal (AG)","Full-Reuenthal AG","63,3 Prozent der Stimmbürgerinnen und Stimmbürger von Full-Reuenthal haben dem Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg zugestimmt.",,
4309,16.1,16.1,83.9,"Klingnau AG","Klingnau (AG)","Klingnau AG","Keine Mehrheit für den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Klingnau. 83,9 Prozent haben sie verworfen.",,
4310,44.2,44.2,55.8,"Koblenz AG","Koblenz (AG)","Koblenz AG","Nein zum Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg in Koblenz: 55,8 Prozent haben die Vorlage abgelehnt.",,
4311,17.3,17.3,82.7,"Leibstadt AG","Leibstadt (AG)","Leibstadt AG","Leibstadt hat den Verpflichtungskredit über 61 Millionen Franken für eine Verdichtung des Bahnangebots der Regio-S-Bahn Stein-Säckingen–Laufenburg  mit 82,7 Prozent abgelehnt.",,
